"","Model","Submodel","Year","Mean","Med","SD","Low.025","High.975"
"1","out7","Detection","2022",0.779025045817818,0.781860150256402,0.0476719356004603,0.676376072606777,0.862517118927603
"2","out7","Detection","2023",0.289345021984929,0.252865710376705,0.104164212101937,0.178158874509354,0.574135400124572
"3","out7","Occupancy","2022",0.751108525518923,0.754862544766867,0.119422901853198,0.488440121503846,0.969245019532927
"4","out7","Occupancy","2023",0.826370475066883,0.884729466284248,0.162293786339551,0.464619570571773,0.99710503548139
