"","Model","Submodel","Year","Mean","Med","SD","Low.025","High.975"
"1","out.sp4","Detection","2022",0.779720195200162,0.782007649197888,0.0485126559582213,0.678005209743319,0.863738155755244
"2","out.sp4","Detection","2023",0.321845988088677,0.283788990199687,0.114251297956873,0.185057372922644,0.59058810777279
"3","out.sp4","Occupancy","2022",0.747365573046764,0.78952551313762,0.193730565788704,0.260357226744254,0.990815551809621
"4","out.sp4","Occupancy","2023",0.773843501530209,0.851976632311807,0.225386096373339,0.210654226950059,0.998208884712383
